606;Cinta de envío negra y naranja de esta manera hacia arriba 48 mm x 100 m;2;319
608;Cinta de envío pesada negra y amarilla 48mmx75m;2;327
611;Cinta de envío pesada negra y amarilla 48mmx100m;2;272
613;Cinta de envío urgente roja y blanca 48mmx75m;2;231
614;Cinta de despacho pesada urgente roja y blanca 48mmx100m;2;256
616;Dispensador de cinta (negro);2;304
617;Dispensador de cinta (rojo);2;259
618;Máquina dispensadora de cinta industrial (Azul);2;300
619;Kit marcador permanente negro 5 mm plumín (negro) 5 mm;2;236
620;Kit marcador permanente azul 5 mm plumín (azul) 5 mm;2;279
623;Kit marcador permanente rojo 5 mm plumín (rojo) 5 mm;2;232
626;Cuchillo de embalaje con hoja de inserción de metal (amarillo) 9 mm;2;208
627;Cuchillo de embalaje con hoja de inserción de metal (amarillo) 18 mm;2;224
630;Pequeñas cuchillas de repuesto de 9 mm 9 mm;2;265
633;Hojas de repuesto grandes de 18 mm (calidad diamante);2;212
634;Película de colchón de aire 200 mm x 100 mm 35 m;2;249
636;Película de colchón de aire 200 mm x 200 mm 35 m;2;328
639;Reemplazo de la máquina de colchón de aire (azul);2;226
642;Bolsa de 100 L de relleno vacío (Blanco) 100L (paquete);2;238
645;Bolsa de 200 L de relleno vacío (Blanco) 200L;2;2250
647;Bolsa de 300 L de relleno vacío (Blanco) 300L;2;326
650;Bolsa de relleno vacío 400 L (blanco) 400L;2;246
